8.66,0
8.66,0
8.66,0
8.66,0
8.66,0
8.66,0
8.66,0
8.66,0
8.66,0
8.66,0
8.66,0
8.66,0
8.66,0
8.66,0
8.66,0
8.66,0
8.66,0
8.66,0
8.66,0
8.66,0
8.66,0
8.66,0
8.66,0
8.66,0
8.66,0
8.66,0
8.66,0
8.66,0
8.66,0
8.66,0
8.66,0
8.66,0
8.66,0
8.66,0
8.66,0
8.66,0
8.66,0
8.66,0
8.66,0
8.66,0
8.66,0
8.66,0
8.66,0
8.66,0
8.66,0
8.66,0
8.66,0
8.66,0
8.66,0
8.66,0
8.66,0
8.66,0
8.66,0
8.66,0
8.66,0
8.66,0
8.66,0
8.66,0
8.66,0
8.66,0
8.66,0
8.66,0
8.66,0
8.66,0
8.66,0
8.66,0
8.66,0
8.66,0
8.66,0
8.66,0
8.66,0
8.66,0
8.66,0
8.66,0
8.66,0
8.66,0
8.66,0
8.66,0
8.66,0
8.66,0
8.66,0
8.66,0
8.66,0
8.66,0
8.66,0
8.66,0
8.66,0
8.66,0
8.66,0
8.66,0
8.66,0
8.66,0
8.66,0
8.66,0
8.66,0
8.66,0
8.66,0
8.66,0
8.66,0
8.66,0
8.66,0
8.66,0
8.66,0
8.66,0
8.66,0
8.66,0
8.66,0
8.66,0
8.67,0
8.67,0
8.67,0
8.67,0
8.67,0
8.67,0
8.67,0
8.67,0
8.67,0
8.67,0
8.67,0
8.67,0
8.67,0
8.67,0
8.67,0
8.67,0
8.67,0
8.67,0
8.67,0
8.67,0
8.67,0
8.67,0
8.67,0
8.67,0
8.67,0
8.68,0
8.68,0
8.68,0
8.68,0
8.68,0
8.68,0
8.68,0
8.68,0
8.68,0
8.68,0
8.68,0
8.68,0
8.68,0
8.68,0
8.68,0
8.68,0
8.68,0
8.68,0
8.68,0
8.68,0
8.68,0
8.68,0
8.68,0
8.68,0
8.68,0
8.68,0
8.68,0
8.68,0
8.68,0
8.68,0
8.68,0
8.68,0
8.68,0
8.68,0
8.68,0
8.68,0
8.68,0
8.68,0
8.68,0
8.68,0
8.68,0
8.68,0
8.68,0
8.68,0
8.68,0
8.68,0
8.68,0
8.68,0
8.68,0
8.68,0
8.68,0
8.68,0
8.68,0
8.68,0
8.68,0
8.68,0
8.68,0
8.68,0
8.68,0
8.68,0
8.68,0
8.68,0
8.68,0
8.68,0
8.69,0
8.69,0
8.69,0
8.69,0
8.69,0
8.69,0
8.69,0
8.69,0
8.69,0
8.69,0
8.69,0
8.69,0
8.69,0
8.69,0
8.69,0
8.69,0
8.69,0
8.69,0
8.69,0
8.69,0
8.69,0
8.69,0
8.69,0
8.69,0
8.69,0
8.69,0
8.69,0
8.69,0
8.69,0
8.69,0
8.69,0
8.7,0
8.7,0
8.7,0
8.7,0
8.7,0
8.7,0
8.7,0
8.7,0
8.7,0
8.7,0
8.7,0
8.7,0
8.7,0
8.7,0
8.7,0
8.7,0
8.7,0
8.7,0
8.7,0
8.7,0
8.7,0
8.7,0
8.7,0
8.7,0
8.7,0
8.7,0
8.7,0
8.7,0
8.7,0
8.7,0
8.7,0
